"PVWatts Hourly PV Performance Data"
"Requested Location","Kenya"
"Location","LAMU/MANDA ISLAND, KENYA"
"Latitude (DD)","-2.27"
"Longitude (DD)","40.83"
"Elevation (m)","6"
"DC System Size (kW)","1100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","2.27"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","22","17","166","58","29.1","4.1","0.11","79.523","30.402","59167.169","52710.722"
"11","22","18","1","0","28.6","3.5","0.11","0.002","28.6","0","0"
"11","22","19","0","0","28.1","2.9","0.11","0","28.1","0","0"
"11","22","20","0","0","27.6","2.3","0.11","0","27.6","0","0"
"11","22","21","0","0","27.3","1.9","0.11","0","27.3","0","0"
"11","22","22","0","0","27","1.5","0.11","0","27","0","0"
"11","22","23","0","0","26.7","1.1","0.11","0","26.7","0","0"
"11","23","0","0","0","26.8","0.8","0.11","0","26.8","0","0"
"11","23","1","0","0","26.8","0.6","0.11","0","26.8","0","0"
"11","23","2","0","0","26.9","0.3","0.11","0","26.9","0","0"
"11","23","3","0","0","26.9","0","0.11","0","26.9","0","0"
"11","23","4","0","0","26.7","0","0.11","0","26.7","0","0"
"11","23","5","0","0","26.5","0","0.11","0","0","0","0"
"11","23","6","21","53","27.8","0.3","0.11","54.612","29.789","43382.578","37485.442"
"11","23","7","263","122","29","0.6","0.11","212.633","36.179","182287.534","171468.443"
"11","23","8","298","233","30.3","0.9","0.11","398.854","42.783","345950.274","329331.961"
"11","23","9","235","358","30.6","1.2","0.11","529.006","45.893","448473.376","428222.262"
"11","23","10","656","288","30.8","1.6","0.11","851.817","53.285","704915.723","675577.837"
"11","23","11","454","304","31.1","1.9","0.11","723.871","48.992","606444.07","580595.426"
"11","23","12","680","256","31","2.8","0.11","887.951","49.53","744924.09","714168.549"
"11","23","13","615","218","31","3.7","0.11","752.728","44.591","647051.765","619764.229"
"11","23","14","729","165","30.9","4.6","0.11","712.202","42.252","623558.34","597103.27"
"11","23","15","531","182","30.2","4.6","0.11","489.415","38.015","437359.11","417501.819"
"11","23","16","541","114","29.4","4.6","0.11","313.707","34.374","274467.785","260382.381"
"11","23","17","113","44","28.7","4.6","0.11","58.743","29.601","43695.395","37787.175"
"11","23","18","0","0","28.4","4","0.11","0","0","0","0"
"11","23","19","0","0","28.2","3.4","0.11","0","28.2","0","0"
"11","23","20","0","0","27.9","2.8","0.11","0","27.9","0","0"
"11","23","21","0","0","27.6","2.2","0.11","0","27.6","0","0"
"11","23","22","0","0","27.2","1.5","0.11","0","27.2","0","0"
"11","23","23","0","0","26.9","0.9","0.11","0","26.9","0","0"
"11","24","0","0","0","26.6","0.6","0.11","0","26.6","0","0"
"11","24","1","0","0","26.2","0.3","0.11","0","26.2","0","0"
"11","24","2","0","0","25.9","0","0.11","0","25.9","0","0"
"11","24","3","0","0","25.5","0","0.11","0","25.5","0","0"
"11","24","4","0","0","25","0","0.11","0","25","0","0"
"11","24","5","0","0","24.6","0","0.11","0","0","0","0"
"11","24","6","35","46","26.1","0.9","0.11","49.352","27.609","38680.495","32949.973"
"11","24","7","203","148","27.7","1.9","0.11","217.182","33.07","189634.044","178554.637"
"11","24","8","298","181","29.2","2.8","0.11","346.795","36.466","308446.186","293156.792"
"11","24","9","498","246","28.8","3.1","0.11","610.787","40.937","534611.25","511307.929"
"11","24","10","346","322","28.3","3.4","0.11","617.941","39.961","536890.846","513506.75"
"11","24","11","455","459","27.9","3.7","0.11","877.911","43.703","748604.029","717718.093"
"11","24","12","516","351","28.9","3.7","0.11","829.042","43.837","709171.629","679682.94"
"11","24","13","304","294","29.9","3.7","0.11","557.113","39.936","483202.514","461720.809"
"11","24","14","463","343","30.9","3.7","0.11","688.718","43.334","594792.266","569356.492"
"11","24","15","238","336","30","3.7","0.11","471.701","38.525","415367.22","396289.189"
"11","24","16","330","131","29.1","3.7","0.11","252.551","33.653","221163.501","208966.88"
"11","24","17","31","64","28.2","3.7","0.11","67.429","29.403","54945.333","48638.482"
"11","24","18","0","0","27.5","2.5","0.11","0","0","0","0"
"11","24","19","0","0","26.9","1.2","0.11","0","26.9","0","0"
"11","24","20","0","0","26.2","0","0.11","0","26.2","0","0"
"11","24","21","0","0","25.9","0.6","0.11","0","25.9","0","0"
"11","24","22","0","0","25.6","1.2","0.11","0","25.6","0","0"
"11","24","23","0","0","25.3","1.8","0.11","0","25.3","0","0"
"11","25","0","0","0","25","2.5","0.11","0","25","0","0"
"11","25","1","0","0","24.7","3.1","0.11","0","24.7","0","0"
"11","25","2","0","0","24.4","3.7","0.11","0","24.4","0","0"
"11","25","3","0","0","24.3","3.2","0.11","0","24.3","0","0"
"11","25","4","0","0","24.3","2.8","0.11","0","24.3","0","0"
"11","25","5","0","0","24.2","2.3","0.11","0","0","0","0"
"11","25","6","36","34","24.2","1.8","0.11","37.551","25.126","28951.712","23565.918"
"11","25","7","97","139","24.1","1.4","0.11","171.379","28.833","151894.179","142152.045"
"11","25","8","259","287","24.1","0.9","0.11","429.489","37.532","380281.348","362446.549"
"11","25","9","159","421","24.9","2","0.11","534.753","37.843","466962.05","446055.809"
"11","25","10","330","344","25.7","3","0.11","625.456","38.294","546624.454","522895.457"
"11","25","11","341","247","26.5","4.1","0.11","561.42","36.04","494803.807","472911.022"
"11","25","12","330","430","27.1","3.8","0.11","734.089","40.11","634175.046","607343.784"
"11","25","13","508","364","27.6","3.5","0.11","803.658","42.538","692637.45","663734.633"
"11","25","14","384","244","28.2","3.2","0.11","531.121","38.573","467251.095","446334.612"
"11","25","15","334","198","27.7","2.7","0.11","390.949","36.035","348986.563","332260.662"
"11","25","16","252","123","27.2","2.1","0.11","215.815","32.327","189335.95","178267.106"
"11","25","17","205","47","26.7","1.6","0.11","74.41","28.565","53538.324","47281.33"
"11","25","18","2","1","26.2","1.1","0.11","1.002","26.225","0","0"
"11","25","19","0","0","25.7","0.5","0.11","0","25.7","0","0"
"11","25","20","0","0","25.2","0","0.11","0","25.2","0","0"
"11","25","21","0","0","25.1","0","0.11","0","25.1","0","0"
"11","25","22","0","0","24.9","0","0.11","0","24.9","0","0"
"11","25","23","0","0","24.8","0","0.11","0","24.8","0","0"
"11","26","0","0","0","24.6","0.1","0.11","0","24.6","0","0"
"11","26","1","0","0","25.1","0.1","0.11","0","25.1","0","0"
"11","26","2","0","0","25.5","0.2","0.11","0","25.5","0","0"
"11","26","3","0","0","26","0.2","0.11","0","26","0","0"
"11","26","4","0","0","26.4","0.3","0.11","0","26.4","0","0"
"11","26","5","0","0","26.9","0.3","0.11","0","0","0","0"
"11","26","6","34","36","27.3","0.4","0.11","39.396","28.68","30058.479","24633.469"
"11","26","7","154","69","27.9","1.3","0.11","121.44","31.322","103812.817","95774.397"
"11","26","8","642","154","28.4","2.1","0.11","510.467","40.607","453574.447","433142.583"
"11","26","9","603","157","28.9","2.9","0.11","597.502","41.196","524993.138","502030.625"
"11","26","10","551","290","29.5","3.8","0.11","760.688","43.022","656493.071","628870.993"
"11","26","11","623","222","30","4.6","0.11","796.515","42.657","688392.412","659640.013"
"11","26","12","812","218","29.7","4.4","0.11","970.404","45.548","828541.851","794823.4"
"11","26","13","816","200","29.3","4.3","0.11","908.186","44.35","782410.92","750327.072"
"11","26","14","378","298","29","4.1","0.11","580.083","38.876","509263.439","486858.292"
"11","26","15","510","193","28.7","3.9","0.11","488.371","37.294","437299.708","417444.522"
"11","26","16","435","122","28.3","3.8","0.11","283.105","33.325","248643.325","235472.985"
"11","26","17","190","71","28","3.6","0.11","96.205","29.7","73092.671","66142.789"
"11","26","18","2","0","27.5","3.4","0.11","0.005","27.5","0","0"
"11","26","19","0","0","27.1","3.3","0.11","0","27.1","0","0"
"11","26","20","0","0","26.6","3.1","0.11","0","26.6","0","0"
"11","26","21","0","0","26.4","3.3","0.11","0","26.4","0","0"
"11","26","22","0","0","26.2","3.4","0.11","0","26.2","0","0"
"11","26","23","0","0","26","3.6","0.11","0","26","0","0"
"11","27","0","0","0","25.7","3.3","0.11","0","25.7","0","0"
"11","27","1","0","0","25.3","3.1","0.11","0","25.3","0","0"
"11","27","2","0","0","25","2.8","0.11","0","25","0","0"
"11","27","3","0","0","24.7","2.6","0.11","0","24.7","0","0"
"11","27","4","0","0","24.3","2.3","0.11","0","24.3","0","0"
"11","27","5","0","0","24","2.1","0.11","0","0","0","0"
"11","27","6","12","44","25.3","1.9","0.11","44.764","26.392","35815.705","30186.693"
"11","27","7","115","96","26.7","1.7","0.11","134.725","30.175","117019.534","108513.148"
"11","27","8","483","221","28","1.5","0.11","487.458","41.213","429500.848","409922.006"
"11","27","9","439","245","29.2","1.9","0.11","564.1","43.184","488435.192","466768.073"
"11","27","10","550","339","30.5","2.2","0.11","807.508","49.315","678057.514","649671.321"
"11","27","11","382","522","31.7","2.6","0.11","870.989","50.478","720477.638","690588.332"
"11","27","12","357","546","31.8","2.8","0.11","873.264","49.965","723094.787","693112.745"
"11","27","13","614","344","31.9","2.9","0.11","875.19","49.849","733027.655","702693.651"
"11","27","14","517","260","32","3.1","0.11","646.631","44.845","556680.432","532595.112"
"11","27","15","525","209","31.1","2.8","0.11","513.096","41.858","451097.934","430753.822"
"11","27","16","250","202","30.3","2.6","0.11","293.408","36.648","256219.089","242780.31"
"11","27","17","111","53","29.4","2.3","0.11","67.738","30.903","51405.272","45223.86"
"11","27","18","0","1","28.5","2","0.11","0.999","28.52","0","0"
"11","27","19","0","0","27.7","1.8","0.11","0","27.7","0","0"
"11","27","20","0","0","26.8","1.5","0.11","0","26.8","0","0"
"11","27","21","0","0","26.5","1","0.11","0","26.5","0","0"
"11","27","22","0","0","26.3","0.5","0.11","0","26.3","0","0"
"11","27","23","0","0","26","0","0.11","0","26","0","0"
"11","28","0","0","0","25.9","0","0.11","0","25.9","0","0"
"11","28","1","0","0","25.7","0","0.11","0","25.7","0","0"
"11","28","2","0","0","25.6","0","0.11","0","25.6","0","0"
"11","28","3","0","0","25.4","0","0.11","0","25.4","0","0"
"11","28","4","0","0","25.3","0","0.11","0","25.3","0","0"
"11","28","5","0","0","25.1","0","0.11","0","0","0","0"
"11","28","6","75","33","25","0","0.11","40.294","26.574","29312.595","23914.014"
"11","28","7","195","109","27","0","0.11","174.465","34.088","149808.909","140140.665"
"11","28","8","700","132","27.5","0","0.11","518.394","48.744","446176.874","426007.135"
"11","28","9","417","267","28.7","0.9","0.11","569.117","46.476","485584.322","464018.22"
"11","28","10","526","249","29.8","1.9","0.11","696.802","47.052","592003.614","566666.653"
"11","28","11","456","401","31","2.8","0.11","818.584","48.052","686939.339","658238.428"
"11","28","12","582","316","31","2.5","0.11","853.234","49.774","713469.164","683828.196"
"11","28","13","467","398","31","2.2","0.11","800.728","49.639","669237.773","641164.099"
"11","28","14","395","413","30","1.9","0.11","706.615","47.486","598121.676","572567.928"
"11","28","15","320","210","29.3","1.6","0.11","394.956","39.757","346953.125","330299.277"
"11","28","16","172","156","28.7","1.2","0.11","219.122","35.044","190949.78","179823.751"
"11","28","17","79","71","28","0.9","0.11","81.029","30.482","64563.401","57915.744"
"11","28","18","1","1","27.3","0.6","0.11","1.004","27.328","0","0"
"11","28","19","0","0","27","0.3","0.11","0","27","0","0"
"11","28","20","0","0","26.7","0","0.11","0","26.7","0","0"
"11","28","21","0","0","26.5","0","0.11","0","26.5","0","0"
"11","28","22","0","0","26.2","0","0.11","0","26.2","0","0"
"11","28","23","0","0","25.9","0","0.11","0","25.9","0","0"
"11","29","0","0","0","25.4","0","0.11","0","25.4","0","0"
"11","29","1","0","0","24.9","0","0.11","0","24.9","0","0"
"11","29","2","0","0","24.4","0","0.11","0","24.4","0","0"
"11","29","3","0","0","23.9","0","0.11","0","23.9","0","0"
"11","29","4","0","0","23.6","0","0.11","0","23.6","0","0"
"11","29","5","0","0","23.3","0","0.11","0","0","0","0"
"11","29","6","119","41","25.2","0","0.11","52.543","27.236","37650.88","31956.841"
"11","29","7","396","111","27","0","0.11","244.051","36.889","207642.702","195925.177"
"11","29","8","425","176","28.9","0","0.11","409.14","45.64","353002.569","336134.366"
"11","29","9","370","230","29.2","0.6","0.11","497.538","46.058","424545.185","405141.942"
"11","29","10","493","179","29.4","1.2","0.11","598.338","46.728","509567.823","487151.89"
"11","29","11","462","226","29.7","1.8","0.11","649.845","46.115","552343.934","528412.273"
"11","29","12","608","214","30","2.5","0.11","775.36","47.076","658143.312","630462.759"
"11","29","13","637","207","30.2","3.1","0.11","758.449","45.257","650661.399","623245.96"
"11","29","14","766","181","30.5","3.7","0.11","754.962","44.164","655680.804","628087.508"
"11","29","15","288","160","29.8","3.2","0.11","326.816","36.201","290375.985","275726.89"
"11","29","16","320","149","29.1","2.8","0.11","267.761","34.686","234363.796","221699.436"
"11","29","17","220","63","28.4","2.3","0.11","93.36","30.445","69153.817","62343.504"
"11","29","18","3","1","28","1.9","0.11","1.007","28.021","0","0"
"11","29","19","0","0","27.7","1.5","0.11","0","27.7","0","0"
"11","29","20","0","0","27.3","1.1","0.11","0","27.3","0","0"
"11","29","21","0","0","26.9","0.8","0.11","0","26.9","0","0"
"11","29","22","0","0","26.6","0.4","0.11","0","26.6","0","0"
"11","29","23","0","0","26.2","0","0.11","0","26.2","0","0"
"11","30","0","0","0","25.8","0","0.11","0","25.8","0","0"
"11","30","1","0","0","25.5","0","0.11","0","25.5","0","0"
"11","30","2","0","0","25.1","0","0.11","0","25.1","0","0"
"11","30","3","0","0","25","0","0.11","0","25","0","0"
"11","30","4","0","0","24.8","0","0.11","0","24.8","0","0"
"11","30","5","0","0","24.7","0","0.11","0","0","0","0"
"11","30","6","58","41","25.4","0.4","0.11","46.298","27.009","34904.457","29307.735"
"11","30","7","291","150","26.1","0.7","0.11","246.601","34.194","213888.716","201949.869"
"11","30","8","442","175","26.7","1.1","0.11","416.714","39.119","369814.825","352350.897"
"11","30","9","558","201","27.4","1.4","0.11","604.382","44.126","523684.089","500767.96"
"11","30","10","483","283","28.1","1.8","0.11","692.344","45.595","590808.504","565513.891"
"11","30","11","673","284","28.8","2.1","0.11","900.585","50.202","753034.821","721991.884"
"11","30","12","548","320","29.4","2.5","0.11","824.659","47.542","695805.51","666790.435"
"11","30","13","755","225","30.1","2.8","0.11","878.277","48.451","743417.399","712715.246"
"11","30","14","711","197","30.8","3.2","0.11","729.565","45.075","630614.462","603909.366"
"11","30","15","569","192","30.5","3.1","0.11","522.486","40.914","461854.32","441129.066"
"11","30","16","407","128","30.3","2.9","0.11","279.891","36.036","243405.649","230420.9"
"11","30","17","104","47","30","2.8","0.11","61.26","31.241","46132.39","40137.817"
"11","30","18","2","1","28.9","1.9","0.11","1.007","28.921","0","0"
"11","30","19","0","0","27.8","0.9","0.11","0","27.8","0","0"
"11","30","20","0","0","26.7","0","0.11","0","26.7","0","0"
"11","30","21","0","0","26.6","0","0.11","0","26.6","0","0"
"11","30","22","0","0","26.4","0","0.11","0","26.4","0","0"
"11","30","23","0","0","26.3","0","0.11","0","26.3","0","0"
"12","1","0","0","0","26.1","0","0.11","0","26.1","0","0"
"12","1","1","0","0","26","0","0.11","0","26","0","0"
"12","1","2","0","0","25.8","0","0.11","0","25.8","0","0"
"12","1","3","0","0","25.7","0","0.11","0","25.7","0","0"
"12","1","4","0","0","26.3","0","0.11","0","26.3","0","0"
"12","1","5","0","0","27","0","0.11","0","0","0","0"
"12","1","6","75","36","27.7","0.9","0.11","43.03","28.988","31091.104","25629.504"
"12","1","7","516","116","28.3","1.8","0.11","287.638","35.526","246313.533","233225.747"
"12","1","8","517","139","29","2.7","0.11","421.165","37.999","376817.394","359105.336"
"12","1","9","685","172","28.8","2.8","0.11","666.198","42.751","582472.783","557473.538"
"12","1","10","618","316","28.6","2.9","0.11","838.769","45.81","715767.821","686045.402"
"12","1","11","554","352","28.3","3","0.11","858.059","45.586","729347.035","699143.451"
"12","1","12","828","180","28.1","3.1","0.11","943.553","46.832","802818.458","770011.489"
"12","1","13","281","384","27.9","3.2","0.11","625.13","40.068","540976.197","517447.341"
"12","1","14","412","347","27.7","3.3","0.11","654","40.26","571138.631","546541"
"12","1","15","317","228","27.4","3.4","0.11","411.505","35.2","368287.619","350877.806"
"12","1","16","48","129","27.2","3.5","0.11","146.286","29.926","128893.719","119966.584"
"12","1","17","59","57","27","3.6","0.11","64.851","28.168","51982.986","45781.103"
"12","1","18","1","1","27","3.3","0.11","1.005","27.016","0","0"
"12","1","19","0","0","27","3","0.11","0","27","0","0"
"12","1","20","0","0","27","2.7","0.11","0","27","0","0"
"12","1","21","0","0","26.8","2.7","0.11","0","26.8","0","0"
"12","1","22","0","0","26.7","2.7","0.11","0","26.7","0","0"
"12","1","23","0","0","26.5","2.7","0.11","0","26.5","0","0"
"12","2","0","0","0","26","2.1","0.11","0","26","0","0"
"12","2","1","0","0","25.4","1.5","0.11","0","25.4","0","0"
"12","2","2","0","0","24.9","0.8","0.11","0","24.9","0","0"
"12","2","3","0","0","24.3","0.2","0.11","0","24.3","0","0"
"12","2","4","0","0","25.4","0.3","0.11","0","25.4","0","0"
"12","2","5","0","0","26.5","0.5","0.11","0","0","0","0"
"12","2","6","129","33","27.6","0.7","0.11","45.102","28.994","30557.472","25114.78"
"12","2","7","236","61","28.7","0.8","0.11","139.009","33.127","117246.943","108732.499"
"12","2","8","318","220","29.8","1","0.11","391.917","41.761","341912.871","325437.62"
"12","2","9","750","204","29.9","1.8","0.11","743.643","48.755","634092.333","607264.002"
"12","2","10","713","216","30.1","2.6","0.11","819.046","47.835","695965.594","666944.847"
"12","2","11","747","284","30.2","3.3","0.11","966.566","48.758","813014.509","779846.253"
"12","2","12","609","278","30.4","4.1","0.11","838.07","44.656","716953.892","687189.447"
"12","2","13","322","233","30.5","4.9","0.11","510.701","38.298","446582.265","426398.161"
"12","2","14","269","456","30.7","5.7","0.11","654.577","39.765","569465.204","544926.869"
"12","2","15","610","183","29.8","4.7","0.11","538.348","38.286","481591.444","460166.825"
