"PVWatts Hourly PV Performance Data"
"Requested Location","Kenya"
"Location","LAMU/MANDA ISLAND, KENYA"
"Latitude (DD)","-2.27"
"Longitude (DD)","40.83"
"Elevation (m)","6"
"DC System Size (kW)","1100"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","2.27"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","7","14","791","124","30.3","5.5","0.11","727.156","40.659","641784.693","614683.791"
"11","7","15","529","156","29.8","5.1","0.11","465.492","36.773","418190.328","399012.263"
"11","7","16","283","116","29.4","4.7","0.11","219.841","32.844","192236.986","181065.346"
"11","7","17","120","49","28.9","4.3","0.11","63.753","29.917","47352.936","41315.114"
"11","7","18","0","0","28.4","4","0.11","0","0","0","0"
"11","7","19","0","0","28","3.6","0.11","0","28","0","0"
"11","7","20","0","0","27.5","3.2","0.11","0","27.5","0","0"
"11","7","21","0","0","28","3.3","0.11","0","28","0","0"
"11","7","22","0","0","28.4","3.3","0.11","0","28.4","0","0"
"11","7","23","0","0","28.9","3.4","0.11","0","28.9","0","0"
"11","8","0","0","0","29.3","3.4","0.11","0","29.3","0","0"
"11","8","1","0","0","29.7","3.3","0.11","0","29.7","0","0"
"11","8","2","0","0","30.1","3.2","0.11","0","30.1","0","0"
"11","8","3","0","0","30.5","3.2","0.11","0","30.5","0","0"
"11","8","4","0","0","30.9","3.1","0.11","0","30.9","0","0"
"11","8","5","0","0","31.3","3","0.11","0","0","0","0"
"11","8","6","25","47","31.3","3.2","0.11","49.726","32.257","38960.899","33220.44"
"11","8","7","243","127","31.2","3.5","0.11","215.162","35.2","186342.003","175379.246"
"11","8","8","172","272","31.1","3.7","0.11","370.751","37.799","325532.208","309637.388"
"11","8","9","412","345","31","3.9","0.11","656.472","42.501","567991.767","543505.641"
"11","8","10","397","317","30.9","4.2","0.11","667.32","42.083","575326.204","550580.19"
"11","8","11","182","322","30.8","4.4","0.11","493.78","38.828","425858.593","406408.811"
"11","8","12","482","388","30.8","4.6","0.11","844.608","44.193","719813.879","689948.092"
"11","8","13","537","321","30.7","4.9","0.11","795.815","42.854","685681.244","657024.913"
"11","8","14","262","317","30.6","5.1","0.11","515.195","38.272","450876.074","430539.824"
"11","8","15","321","331","30.1","4.9","0.11","516.866","38.017","457841.308","437258.251"
"11","8","16","71","126","29.6","4.6","0.11","151.51","32.011","132294.805","123247.155"
"11","8","17","75","49","29.1","4.4","0.11","58.099","30.024","44450.524","38515.546"
"11","8","18","0","0","28.6","4.2","0.11","0","0","0","0"
"11","8","19","0","0","28.1","3.9","0.11","0","28.1","0","0"
"11","8","20","0","0","27.6","3.7","0.11","0","27.6","0","0"
"11","8","21","0","0","27.3","3.6","0.11","0","27.3","0","0"
"11","8","22","0","0","27.1","3.5","0.11","0","27.1","0","0"
"11","8","23","0","0","26.8","3.4","0.11","0","26.8","0","0"
"11","9","0","0","0","26.6","3.4","0.11","0","26.6","0","0"
"11","9","1","0","0","26.3","3.3","0.11","0","26.3","0","0"
"11","9","2","0","0","26.1","3.2","0.11","0","26.1","0","0"
"11","9","3","0","0","26.7","3.7","0.11","0","26.7","0","0"
"11","9","4","0","0","27.3","4.3","0.11","0","27.3","0","0"
"11","9","5","0","0","27.8","4.8","0.11","0","0","0","0"
"11","9","6","18","51","28.4","5.4","0.11","52.743","29.149","42412.789","36550.016"
"11","9","7","136","159","29","5.9","0.11","207.578","31.816","183103.45","172255.448"
"11","9","8","454","244","29.6","6.5","0.11","506.843","36.058","455050.432","434566.267"
"11","9","9","461","335","29.7","6.6","0.11","683.156","38.285","602117.304","576421.976"
"11","9","10","545","375","29.9","6.6","0.11","855.034","40.629","742204.734","711545.55"
"11","9","11","592","353","30","6.7","0.11","913.3","41.336","788839.321","756527.689"
"11","9","12","496","380","30.2","6.8","0.11","849.241","40.627","734594.869","704205.333"
"11","9","13","254","410","30.3","6.8","0.11","632.998","38.064","551155.831","527266.27"
"11","9","14","495","310","30.5","6.9","0.11","685.241","38.851","603305.938","577568.491"
"11","9","15","332","318","29.9","6.7","0.11","510.177","36.257","455339.374","434844.971"
"11","9","16","288","169","29.4","6.5","0.11","273.978","32.876","241854.211","228924.436"
"11","9","17","41","53","28.8","6.2","0.11","57.751","29.544","45749.715","39768.702"
"11","9","18","0","0","28.2","6","0.11","0","0","0","0"
"11","9","19","0","0","27.7","5.8","0.11","0","27.7","0","0"
"11","9","20","0","0","27.1","5.6","0.11","0","27.1","0","0"
"11","9","21","0","0","27.1","5.1","0.11","0","27.1","0","0"
"11","9","22","0","0","27.1","4.6","0.11","0","27.1","0","0"
"11","9","23","0","0","27.2","4.2","0.11","0","27.2","0","0"
"11","10","0","0","0","28.1","5.4","0.11","0","28.1","0","0"
"11","10","1","0","0","29.1","6.6","0.11","0","29.1","0","0"
"11","10","2","0","0","30","7.8","0.11","0","30","0","0"
"11","10","3","0","0","30.9","9","0.11","0","30.9","0","0"
"11","10","4","0","0","31.5","9.7","0.11","0","31.5","0","0"
"11","10","5","0","0","32.1","10.4","0.11","0","0","0","0"
"11","10","6","78","48","31.5","8.8","0.11","57.132","32.067","42961.384","37079.172"
"11","10","7","125","235","30.9","7.3","0.11","278.339","34.161","246072.933","232993.672"
"11","10","8","462","261","30.3","5.7","0.11","527.78","37.647","470908.842","449862.751"
"11","10","9","639","257","29.7","4.1","0.11","739.879","42.316","644896.314","617685.155"
"11","10","10","262","339","29.1","2.6","0.11","568.77","41.37","489112.896","467421.763"
"11","10","11","451","301","28.5","1","0.11","727.19","50.575","604788.376","578998.4"
"11","10","12","438","424","28.3","1.3","0.11","837.15","51.894","689978.013","661169.43"
"11","10","13","84","560","28.2","1.7","0.11","631.353","44.414","531196.896","508014.559"
"11","10","14","575","267","28","2","0.11","702.838","45.072","604936.289","579141.073"
"11","10","15","322","226","27.8","2.4","0.11","412.897","37.093","366880.65","349520.691"
"11","10","16","395","128","27.7","2.7","0.11","272.714","33.484","239044.495","226214.28"
"11","10","17","56","48","27.5","3.1","0.11","54.682","28.561","42657.576","36786.129"
"11","10","18","0","0","27.3","3.4","0.11","0","0","0","0"
"11","10","19","0","0","27.2","3.8","0.11","0","27.2","0","0"
"11","10","20","0","0","27","4.1","0.11","0","27","0","0"
"11","10","21","0","0","26.8","3.4","0.11","0","26.8","0","0"
"11","10","22","0","0","26.7","2.7","0.11","0","26.7","0","0"
"11","10","23","0","0","26.5","2","0.11","0","26.5","0","0"
"11","11","0","0","0","26.3","1.4","0.11","0","26.3","0","0"
"11","11","1","0","0","26.2","0.7","0.11","0","26.2","0","0"
"11","11","2","0","0","26","0","0.11","0","26","0","0"
"11","11","3","0","0","26.3","0.9","0.11","0","26.3","0","0"
"11","11","4","0","0","26.7","1.9","0.11","0","26.7","0","0"
"11","11","5","0","0","27","2.8","0.11","0","0","0","0"
"11","11","6","52","46","27.4","3.8","0.11","51.905","28.302","40349.339","34559.683"
"11","11","7","59","157","27.7","4.7","0.11","177.376","30.486","157028.454","147104.393"
"11","11","8","345","264","28.1","5.7","0.11","462.356","34.531","415799.82","396706.461"
"11","11","9","630","226","29.5","6.2","0.11","701.357","38.714","620835.494","594476.905"
"11","11","10","185","188","31","6.7","0.11","350.344","35.346","306563.278","291340.603"
"11","11","11","618","399","32.4","7.2","0.11","981.663","43.982","837521.739","803485.095"
"11","11","12","645","325","32.2","7.5","0.11","933.946","42.909","802479.447","769684.491"
"11","11","13","563","338","31.9","7.9","0.11","833.587","41.108","723186.938","693201.63"
"11","11","14","621","250","31.7","8.2","0.11","720.368","39.463","635097.812","608233.853"
"11","11","15","224","283","30.6","7.4","0.11","412.024","35.383","366825.522","349467.516"
"11","11","16","182","138","29.4","6.5","0.11","204.167","31.992","179442.47","168724.191"
"11","11","17","15","60","28.3","5.7","0.11","61.344","29.143","50110.03","43974.513"
"11","11","18","0","0","27.2","4.9","0.11","0","0","0","0"
"11","11","19","0","0","26.9","4.8","0.11","0","26.9","0","0"
"11","11","20","0","0","26.6","4.7","0.11","0","26.6","0","0"
"11","11","21","0","0","26.4","4.6","0.11","0","26.4","0","0"
"11","11","22","0","0","26.1","4.5","0.11","0","26.1","0","0"
"11","11","23","0","0","25.8","4.4","0.11","0","25.8","0","0"
"11","12","0","0","0","25.5","4.3","0.11","0","25.5","0","0"
"11","12","1","0","0","25.3","4.2","0.11","0","25.3","0","0"
"11","12","2","0","0","25","4.1","0.11","0","25","0","0"
"11","12","3","0","0","24.5","2.7","0.11","0","24.5","0","0"
"11","12","4","0","0","23.9","1.4","0.11","0","23.9","0","0"
"11","12","5","0","0","23.4","0","0.11","0","0","0","0"
"11","12","6","127","49","23.4","0","0.11","63.876","25.899","47877.58","41821.168"
"11","12","7","247","129","27","3.1","0.11","217.641","31.313","191495.507","180350.141"
"11","12","8","430","174","30.6","6.2","0.11","421.75","36.154","378306.453","360541.632"
"11","12","9","645","261","31.1","6.2","0.11","746.497","40.905","654432.751","626883.678"
"11","12","10","767","186","31.5","6.2","0.11","859.839","42.786","745694.304","714911.471"
"11","12","11","842","161","32","6.2","0.11","955.619","44.537","820485.058","787052.092"
"11","12","12","860","148","31.7","6","0.11","960.132","44.58","824530.35","790954.043"
"11","12","13","758","172","31.3","5.9","0.11","839.787","42.698","728907.572","698719.559"
"11","12","14","747","155","31","5.7","0.11","720.947","41.029","634526.1","607682.399"
"11","12","15","679","137","30.3","5.7","0.11","532.334","37.726","478735.747","457412.317"
"11","12","16","446","106","29.7","5.7","0.11","269.529","33.43","235660.09","222949.798"
"11","12","17","222","41","29","5.7","0.11","68.97","29.898","47428.623","41388.12"
"11","12","18","1","0","28.3","5.7","0.11","0","0","0","0"
"11","12","19","0","0","27.7","5.7","0.11","0","27.7","0","0"
"11","12","20","0","0","27","5.7","0.11","0","27","0","0"
"11","12","21","0","0","26.7","4.7","0.11","0","26.7","0","0"
"11","12","22","0","0","26.3","3.8","0.11","0","26.3","0","0"
"11","12","23","0","0","26","2.8","0.11","0","26","0","0"
"11","13","0","0","0","25.7","1.9","0.11","0","25.7","0","0"
"11","13","1","0","0","25.3","0.9","0.11","0","25.3","0","0"
"11","13","2","0","0","25","0","0.11","0","25","0","0"
"11","13","3","0","0","25.5","0.3","0.11","0","25.5","0","0"
"11","13","4","0","0","26","0.7","0.11","0","26","0","0"
"11","13","5","0","0","26.5","1","0.11","0","0","0","0"
"11","13","6","124","42","27","1.4","0.11","56.546","28.494","41127.429","35310.202"
"11","13","7","223","83","27.5","1.7","0.11","163.031","31.702","141259.457","131894.154"
"11","13","8","69","221","28","2.1","0.11","259.641","34.174","228192.841","215747.143"
"11","13","9","512","288","29.2","3.3","0.11","672.155","42.121","584726.037","559646.95"
"11","13","10","761","248","30.3","4.5","0.11","915.014","45.047","784337.598","752185.48"
"11","13","11","569","275","31.5","5.7","0.11","810.297","42.728","697999.683","668906.86"
"11","13","12","502","308","31.3","6.4","0.11","780.562","41.3","675065.702","646785.522"
"11","13","13","748","244","31","7","0.11","901.695","41.877","782962.202","750858.819"
"11","13","14","526","261","30.8","7.7","0.11","658.22","38.223","582124.285","557137.389"
"11","13","15","586","167","29.9","6.7","0.11","507.705","36.244","457886.794","437302.125"
"11","13","16","421","137","28.9","5.6","0.11","291.031","32.977","256111.335","242676.373"
"11","13","17","108","55","28","4.6","0.11","68.302","29.052","52086.019","45880.485"
"11","13","18","0","0","27.8","3.9","0.11","0","0","0","0"
"11","13","19","0","0","27.6","3.3","0.11","0","27.6","0","0"
"11","13","20","0","0","27.4","2.6","0.11","0","27.4","0","0"
"11","13","21","0","0","26.9","2.2","0.11","0","26.9","0","0"
"11","13","22","0","0","26.5","1.9","0.11","0","26.5","0","0"
"11","13","23","0","0","26","1.5","0.11","0","26","0","0"
"11","14","0","0","0","26.3","2.1","0.11","0","26.3","0","0"
"11","14","1","0","0","26.7","2.7","0.11","0","26.7","0","0"
"11","14","2","0","0","27","3.2","0.11","0","27","0","0"
"11","14","3","0","0","27.3","3.8","0.11","0","27.3","0","0"
"11","14","4","0","0","27.7","4.4","0.11","0","27.7","0","0"
"11","14","5","0","0","28","5","0.11","0","0","0","0"
"11","14","6","49","37","28.3","5.5","0.11","42.587","28.889","32391.01","26883.349"
"11","14","7","152","147","28.7","6.1","0.11","200.724","31.361","176854.922","166228.33"
"11","14","8","235","253","29","6.7","0.11","386.745","33.818","346624.286","329982.091"
"11","14","9","317","426","29.4","6.9","0.11","661.684","37.45","582172.903","557184.283"
"11","14","10","607","336","29.9","7","0.11","866.327","40.339","754370.268","723280.011"
"11","14","11","493","411","30.3","7.2","0.11","872.985","40.594","754705.462","723603.328"
"11","14","12","722","262","30.7","7.4","0.11","941.316","41.605","815047.805","781807.502"
"11","14","13","607","275","31.2","7.5","0.11","807.641","40.47","704298.414","674982.402"
"11","14","14","800","147","31.6","7.7","0.11","751.858","40.095","664691.065","636778.499"
"11","14","15","764","103","30.1","7.9","0.11","547.522","36.192","496811.294","474847.376"
"11","14","16","493","79","28.7","8","0.11","260.046","31.54","228268.766","215820.378"
"11","14","17","202","41","27.2","8.2","0.11","66.516","27.874","46655.71","40642.594"
"11","14","18","2","0","25.7","8.4","0.11","0","0","0","0"
"11","14","19","0","0","25.7","7.6","0.11","0","25.7","0","0"
"11","14","20","0","0","25.6","6.9","0.11","0","25.6","0","0"
"11","14","21","0","0","25.6","6.1","0.11","0","25.6","0","0"
"11","14","22","0","0","25.5","5.3","0.11","0","25.5","0","0"
"11","14","23","0","0","25.5","4.6","0.11","0","25.5","0","0"
"11","15","0","0","0","25.4","3.8","0.11","0","25.4","0","0"
"11","15","1","0","0","25.4","3.1","0.11","0","25.4","0","0"
"11","15","2","0","0","25.3","2.3","0.11","0","25.3","0","0"
"11","15","3","0","0","25.3","1.5","0.11","0","25.3","0","0"
"11","15","4","0","0","25.2","0.8","0.11","0","25.2","0","0"
"11","15","5","0","0","25.2","0","0.11","0","0","0","0"
"11","15","6","102","48","26.8","1.7","0.11","59.537","28.284","44661.992","38719.521"
"11","15","7","323","105","28.4","3.4","0.11","220.232","32.552","191875.437","180716.608"
"11","15","8","276","231","30","5.1","0.11","388.108","35.801","345848.723","329234.009"
"11","15","9","330","329","30.7","5.8","0.11","574.741","38.578","504165.219","481940.722"
"11","15","10","351","268","31.3","6.5","0.11","573.965","38.577","501726.152","479588.081"
"11","15","11","687","255","32","7.2","0.11","899.579","42.627","776129.955","744268.666"
"11","15","12","690","244","31.8","6.9","0.11","892.351","42.664","770066.338","738419.908"
"11","15","13","742","220","31.7","6.5","0.11","870.915","42.764","754354.787","723265.079"
"11","15","14","569","199","31.5","6.2","0.11","628.328","39.755","553708.821","529728.797"
"11","15","15","707","127","30.3","5.8","0.11","537.813","37.718","484122.752","462608.44"
"11","15","16","545","92","29.2","5.5","0.11","292.15","33.336","255560.628","242145.18"
"11","15","17","249","42","28","5.1","0.11","73.726","29.028","50598.462","44445.638"
"11","15","18","1","0","27.5","5.3","0.11","0","27.5","0","0"
"11","15","19","0","0","27","5.5","0.11","0","27","0","0"
"11","15","20","0","0","26.5","5.7","0.11","0","26.5","0","0"
"11","15","21","0","0","26.1","4.8","0.11","0","26.1","0","0"
"11","15","22","0","0","25.6","4","0.11","0","25.6","0","0"
"11","15","23","0","0","25.2","3.1","0.11","0","25.2","0","0"
"11","16","0","0","0","25.1","2.3","0.11","0","25.1","0","0"
"11","16","1","0","0","25.1","1.5","0.11","0","25.1","0","0"
"11","16","2","0","0","25","0.8","0.11","0","25","0","0"
"11","16","3","0","0","25","0","0.11","0","25","0","0"
"11","16","4","0","0","24.1","0","0.11","0","24.1","0","0"
"11","16","5","0","0","23.2","0","0.11","0","0","0","0"
"11","16","6","138","47","24.8","0.8","0.11","62.774","26.723","46180.886","40184.594"
"11","16","7","344","143","26.5","1.5","0.11","265.037","33.638","231725.313","219154.445"
"11","16","8","322","232","28.1","2.3","0.11","415.015","37.62","368143.117","350738.424"
"11","16","9","402","278","29.3","3.5","0.11","577.494","40.052","505247.574","482984.725"
"11","16","10","488","249","30.6","4.8","0.11","674.096","41.034","586172.08","561041.754"
"11","16","11","661","250","31.8","6","0.11","869.167","43.446","747621.977","716770.839"
"11","16","12","708","291","31.6","6.5","0.11","954.96","43.715","819028.809","785647.444"
"11","16","13","727","226","31.3","6.9","0.11","862.926","41.816","750165.232","719223.977"
"11","16","14","696","235","31.1","7.4","0.11","759.566","39.922","669374.027","641295.525"
"11","16","15","614","156","30.1","6.9","0.11","512.379","36.374","462336.479","441594.14"
"11","16","16","479","117","29.1","6.5","0.11","292.605","32.806","257185.864","243712.827"
"11","16","17","154","46","28.1","6","0.11","65.515","28.939","47719.501","41668.691"
"11","16","18","1","0","27.8","5.2","0.11","0","0","0","0"
"11","16","19","0","0","27.4","4.5","0.11","0","27.4","0","0"
"11","16","20","0","0","27.1","3.7","0.11","0","27.1","0","0"
"11","16","21","0","0","26.9","3.1","0.11","0","26.9","0","0"
"11","16","22","0","0","26.7","2.5","0.11","0","26.7","0","0"
"11","16","23","0","0","26.6","2","0.11","0","26.6","0","0"
"11","17","0","0","0","26.4","1.4","0.11","0","26.4","0","0"
"11","17","1","0","0","26.1","0.7","0.11","0","26.1","0","0"
"11","17","2","0","0","25.8","0","0.11","0","25.8","0","0"
"11","17","3","0","0","25.2","0","0.11","0","25.2","0","0"
"11","17","4","0","0","24.7","0","0.11","0","24.7","0","0"
"11","17","5","0","0","24.1","0","0.11","0","0","0","0"
"11","17","6","32","50","26.2","0.9","0.11","53.248","27.833","42348.741","36488.238"
"11","17","7","139","124","28.4","1.7","0.11","172.769","32.86","150264.276","140579.897"
"11","17","8","102","317","30.5","2.6","0.11","373.081","38.572","325474.501","309581.727"
"11","17","9","211","407","31.2","3.8","0.11","562.117","41.177","485271.476","463716.459"
"11","17","10","307","457","31.9","5","0.11","721.983","42.766","617872.474","591618.877"
"11","17","11","688","266","32.6","6.2","0.11","909.323","44.517","778303.452","746365.148"
"11","17","12","551","384","32.5","6.5","0.11","899.141","43.894","768038.157","736463.593"
"11","17","13","445","380","32.4","6.9","0.11","767.967","41.738","662968.183","635116.665"
"11","17","14","443","330","32.3","7.2","0.11","662.443","40.132","579423.561","554532.361"
"11","17","15","390","264","31","6.5","0.11","489.046","37.228","435849.63","416045.826"
"11","17","16","164","220","29.8","5.8","0.11","278.322","33.619","246272.968","233186.619"
"11","17","17","29","68","28.5","5.1","0.11","70.842","29.544","57764.985","51358.223"
"11","17","18","0","0","28.1","5.1","0.11","0","0","0","0"
"11","17","19","0","0","27.6","5.1","0.11","0","27.6","0","0"
"11","17","20","0","0","27.2","5.1","0.11","0","27.2","0","0"
"11","17","21","0","0","26.8","4.8","0.11","0","26.8","0","0"
"11","17","22","0","0","26.5","4.4","0.11","0","26.5","0","0"
"11","17","23","0","0","26.1","4.1","0.11","0","26.1","0","0"
"11","18","0","0","0","25.2","3.4","0.11","0","25.2","0","0"
"11","18","1","0","0","24.4","2.8","0.11","0","24.4","0","0"
"11","18","2","0","0","23.5","2.1","0.11","0","23.5","0","0"
"11","18","3","0","0","24.4","2.4","0.11","0","24.4","0","0"
"11","18","4","0","0","25.3","2.8","0.11","0","25.3","0","0"
"11","18","5","0","0","26.2","3.1","0.11","0","0","0","0"
"11","18","6","49","39","27.2","3.4","0.11","44.337","28.017","33938.191","28375.707"
"11","18","7","114","200","28.1","3.8","0.11","238.674","32.347","211359.269","199510.051"
"11","18","8","94","197","29","4.1","0.11","249.519","33.251","220452.441","208281.015"
"11","18","9","110","403","29","4.8","0.11","482.607","36.451","422127.262","402809.696"
"11","18","10","286","419","29","5.5","0.11","665.512","38.423","579597.909","554700.532"
"11","18","11","421","374","29","6.2","0.11","765.875","39.018","666581.066","638601.529"
"11","18","12","266","329","29","5.8","0.11","576.782","36.883","504181.083","481956.024"
"11","18","13","148","533","29.1","5.5","0.11","659.35","38.418","570449.498","545876.285"
"11","18","14","227","363","29.1","5.1","0.11","532.099","37.019","467320.272","446401.338"
"11","18","15","128","186","28.3","4.2","0.11","259.457","32.661","230487.366","217960.363"
"11","18","16","100","195","27.6","3.4","0.11","230.214","31.957","204218.481","192622.29"
"11","18","17","35","58","26.8","2.5","0.11","61.962","28.146","50126.601","43990.498"
"11","18","18","0","0","26","1.7","0.11","0","0","0","0"
"11","18","19","0","0","25.3","0.8","0.11","0","25.3","0","0"
"11","18","20","0","0","24.5","0","0.11","0","24.5","0","0"
"11","18","21","0","0","24.4","0.5","0.11","0","24.4","0","0"
"11","18","22","0","0","24.2","1","0.11","0","24.2","0","0"
"11","18","23","0","0","24.1","1.5","0.11","0","24.1","0","0"
"11","19","0","0","0","24","1.9","0.11","0","24","0","0"
"11","19","1","0","0","23.8","2.2","0.11","0","23.8","0","0"
"11","19","2","0","0","23.7","2.6","0.11","0","23.7","0","0"
"11","19","3","0","0","23.5","2.2","0.11","0","23.5","0","0"
"11","19","4","0","0","23.2","1.9","0.11","0","23.2","0","0"
"11","19","5","0","0","23","1.5","0.11","0","0","0","0"
"11","19","6","0","39","23.6","1.3","0.11","38.761","24.686","31777.995","26292.055"
"11","19","7","14","108","24.1","1.2","0.11","112.423","27.361","99328.658","91449.13"
"11","19","8","18","169","24.7","1","0.11","178.468","30.124","157007.073","147083.769"
"11","19","9","55","333","25.3","1.4","0.11","372.118","35.539","324257.542","308407.889"
"11","19","10","0","239","25.9","1.7","0.11","238.057","32.008","205394.669","193756.8"
"11","19","11","20","251","26.5","2.1","0.11","268.677","32.845","231706.793","219136.581"
"11","19","12","60","518","27.2","2.3","0.11","571.447","40.183","487038.92","465421.276"
"11","19","13","135","510","27.8","2.6","0.11","625.031","41.256","534278.188","510986.669"
"11","19","14","241","347","28.4","2.8","0.11","526.599","39.38","458417.751","437814.269"
"11","19","15","183","309","29","3.1","0.11","413.17","37.206","364395","347123.118"
"11","19","16","167","143","28","2.6","0.11","203.629","32.405","178791.9","168096.673"
"11","19","17","4","76","27","2.3","0.11","75.493","28.716","63229.717","56629.318"
"11","19","18","0","0","25","2.1","0.11","0","0","0","0"
"11","19","19","0","0","25","1.5","0.11","0","25","0","0"
"11","19","20","0","0","25","1.2","0.11","0","25","0","0"
"11","19","21","0","0","25","1","0.11","0","25","0","0"
"11","19","22","0","0","24","0","0.11","0","24","0","0"
"11","19","23","0","0","24","0","0.11","0","24","0","0"
"11","20","0","0","0","24","0","0.11","0","24","0","0"
"11","20","1","0","0","24","0","0.11","0","24","0","0"
"11","20","2","0","0","23.7","1","0.11","0","23.7","0","0"
"11","20","3","0","0","24","1.5","0.11","0","24","0","0"
"11","20","4","0","0","24","0","0.11","0","24","0","0"
"11","20","5","0","0","23.4","1.5","0.11","0","0","0","0"
"11","20","6","29","38","25.5","2.7","0.11","41.069","26.356","32224.646","26722.88"
"11","20","7","275","150","27.7","3.9","0.11","245.741","31.998","216068.037","204051.969"
"11","20","8","207","181","29.8","5.1","0.11","297.264","34.243","264749.616","251008.566"
"11","20","9","407","337","30.2","4.8","0.11","636.992","40.065","557013.344","532916.228"
"11","20","10","286","292","30.6","4.4","0.11","538.486","39.375","467774.747","446839.709"
"11","20","11","679","333","31","4.1","0.11","964.198","47.397","813611.124","780421.728"
"11","20","12","608","345","30.9","5","0.11","911.597","44.641","777605.587","745692.01"
"11","20","13","434","356","30.9","5.8","0.11","733.227","40.939","635342.733","608470.095"
"11","20","14","128","463","30.8","6.7","0.11","556.405","37.697","485052.607","463505.346"
"11","20","15","297","280","29.9","5.8","0.11","450.657","36.094","401754.532","383158.852"
"11","20","16","173","81","28.9","5","0.11","144.407","31.077","125354.941","116553.198"
"11","20","17","140","56","28","4.1","0.11","73.819","29.212","55595.795","49265.896"
"11","20","18","0","0","27.5","3.2","0.11","0","0","0","0"
"11","20","19","0","0","26.9","2.4","0.11","0","26.9","0","0"
"11","20","20","0","0","26.4","1.5","0.11","0","26.4","0","0"
"11","20","21","0","0","26.1","1.5","0.11","0","26.1","0","0"
"11","20","22","0","0","25.9","1.5","0.11","0","25.9","0","0"
"11","20","23","0","0","25.6","1.5","0.11","0","25.6","0","0"
"11","21","0","0","0","25.3","1.5","0.11","0","25.3","0","0"
"11","21","1","0","0","25.1","1.5","0.11","0","25.1","0","0"
"11","21","2","0","0","24.8","1.5","0.11","0","24.8","0","0"
"11","21","3","0","0","24.5","1.5","0.11","0","24.5","0","0"
"11","21","4","0","0","24.3","1.5","0.11","0","24.3","0","0"
"11","21","5","0","0","24","1.5","0.11","0","0","0","0"
"11","21","6","8","59","25.9","2.4","0.11","59.172","27.214","48481.716","42403.897"
"11","21","7","80","132","27.9","3.2","0.11","159.223","31.01","139658.424","130349.852"
"11","21","8","152","218","29.8","4.1","0.11","302.604","34.96","267801.876","253952.672"
"11","21","9","125","424","30.5","4.6","0.11","513.879","38.646","446240.379","426068.39"
"11","21","10","253","554","31.2","5.2","0.11","769.264","42.484","657287.769","629637.531"
"11","21","11","305","603","31.9","5.7","0.11","883.125","44.098","747514.743","716667.404"
"11","21","12","447","403","31.6","6.7","0.11","818.007","41.745","703962.622","674658.509"
"11","21","13","555","348","31.3","7.7","0.11","830.476","40.646","721837.986","691900.477"
"11","21","14","499","325","31","8.7","0.11","698.556","38.197","616643.11","590433.074"
"11","21","15","364","248","30.1","7.7","0.11","457.846","35.273","410786.602","391870.88"
"11","21","16","119","216","29.3","6.7","0.11","257.95","32.511","229082.857","216605.621"
"11","21","17","10","56","28.4","5.7","0.11","56.852","29.183","46638.486","40625.98"
"11","21","18","0","0","27.9","5.5","0.11","0","0","0","0"
"11","21","19","0","0","27.3","5.3","0.11","0","27.3","0","0"
"11","21","20","0","0","26.8","5.1","0.11","0","26.8","0","0"
"11","21","21","0","0","26.7","4","0.11","0","26.7","0","0"
"11","21","22","0","0","26.7","3","0.11","0","26.7","0","0"
"11","21","23","0","0","26.6","1.9","0.11","0","26.6","0","0"
"11","22","0","0","0","26.5","0.8","0.11","0","26.5","0","0"
"11","22","1","0","0","26.3","0.4","0.11","0","26.3","0","0"
"11","22","2","0","0","26","0","0.11","0","26","0","0"
"11","22","3","0","0","26.6","0","0.11","0","26.6","0","0"
"11","22","4","0","0","27.2","0","0.11","0","27.2","0","0"
"11","22","5","0","0","27.8","0","0.11","0","0","0","0"
"11","22","6","157","45","28.5","0","0.11","62.005","30.896","43666.47","37759.274"
"11","22","7","214","103","29.1","0","0.11","177.1","36.296","150831.325","141126.853"
"11","22","8","526","165","29.7","0","0.11","460.342","48.544","393979.27","375659.1"
"11","22","9","514","171","29.9","1","0.11","549.887","46.662","470921.021","449874.498"
"11","22","10","668","234","30","2","0.11","809.688","49.652","681713.985","653198.229"
"11","22","11","822","165","30.2","3","0.11","928.403","48.943","783380.532","751262.326"
"11","22","12","763","194","30.4","4","0.11","904.534","46.024","771685.565","739981.758"
"11","22","13","786","186","30.5","5","0.11","870.53","43.654","752523.686","721498.861"
"11","22","14","663","206","30.7","6","0.11","703.614","40.154","619963.793","593636.093"
"11","22","15","726","118","30.2","5.4","0.11","539.136","37.994","485078.046","463529.884"
"11","22","16","369","121","29.7","4.8","0.11","256.673","33.668","224507.297","212192.192"
